Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Total_Services,Revenue_Per_Month,Charge_To_Revenue_Ratio,Refund_Rate,Has_Refund,Has_Extra_Charges,High_Value_Customer,Service_Adoption_Rate,Churn_Prediction,Churn_Probability,Risk_Level,Predicted_Status,Top_Risk_Factors
84133-KER,Female,38,No,Kerala,10,11,,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.6,1934.45,21.72,40,538.65,2491.38,Churned,Dissatisfaction,Network reliability,7,207.615,0.042770364069684395,0.011222196388436797,1,1,0,0.7,1,0.89250743,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), High Monthly Charge"
96284-ODI,Female,29,No,Odisha,10,2,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,1553.9,0.0,0,439.2,1993.1,Churned,Other,Don't know,5,664.3666666666667,0.04272604182337897,0.0,0,0,0,0.5,1,0.96575433,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
24721-MAH,Female,61,No,Maharashtra,2,1,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.2,20.2,0.0,0,48.25,68.45,Churned,Price,Long distance charges,1,34.225,0.29085673146148305,0.0,0,0,0,0.1,1,0.9982539,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), Low Service Adoption"
84012-MAD,Female,28,Yes,Madhya Pradesh,13,27,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.15,156.25,0.0,0,90.8,247.05,Churned,Price,Price too high,1,8.823214285714286,0.0812336222535779,0.0,0,0,0,0.1,1,0.7554603,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
43274-WES,Male,53,No,West Bengal,9,23,Deal 5,No,No,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,44.65,44.65,0.0,0,0.0,44.65,Churned,Competitor,Competitor had better devices,5,1.8604166666666666,0.9780941949616648,0.0,0,0,0,0.5,1,0.9996501,Critical,Will Churn,Month-to-Month Contract
25097-MAH,Male,31,No,Maharashtra,8,8,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.15,196.9,0.0,0,77.02,273.92,Churned,Competitor,Competitor made better offer,6,30.435555555555556,0.3461006838352975,0.0,0,0,0,0.6,1,0.9959007,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
67154-HAR,Female,57,No,Haryana,7,5,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.15,20.15,0.0,0,3.09,23.24,Churned,Price,Long distance charges,1,3.873333333333333,0.8312706270627063,0.0,0,0,0,0.1,1,0.9967739,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), Low Service Adoption"
85027-KAR,Male,57,No,Karnataka,14,27,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.75,19.75,0.0,0,1.61,21.36,Joined,Others,Others,1,0.7628571428571428,0.8832737030411449,0.0,0,0,0,0.1,1,0.99668247,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
97989-JHA,Female,41,Yes,Jharkhand,13,35,Deal 4,Yes,Yes,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.0,1254.7,0.0,0,1087.46,2342.16,Churned,Dissatisfaction,Poor expertise of online support,5,65.06,0.025179671896071974,0.0,0,0,0,0.5,1,0.78229976,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
56022-RAJ,Female,34,No,Rajasthan,7,17,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.6,35.85,0.0,0,59.62,95.47,Churned,Attitude,Attitude of support person,1,5.303888888888888,0.2031719705607961,0.0,0,0,0,0.1,1,0.9383353,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
35016-ODI,Male,49,Yes,Odisha,15,1,Deal 5,No,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35.9,35.9,0.0,0,0.0,35.9,Churned,Competitor,Competitor offered higher download speeds,3,17.95,0.9728997289972899,0.0,0,0,0,0.3,1,0.99909294,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
38217-AND,Female,38,Yes,Andhra Pradesh,7,24,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.55,1066.9,0.0,110,225.0,1401.9,Stayed,Others,Others,4,56.076,0.06169363461401382,0.0,0,1,0,0.4,1,0.64032435,High,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
35715-WES,Female,34,No,West Bengal,13,10,,Yes,No,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.3,1308.4,0.0,0,424.5,1732.9,Churned,Competitor,Competitor had better devices,4,157.53636363636363,0.04861872080281446,0.0,0,0,0,0.4,1,0.95209867,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
53449-MAH,Female,52,No,Maharashtra,8,17,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,19.9,0.0,0,2.38,22.28,Joined,Others,Others,1,1.2377777777777779,0.8548109965635737,0.0,0,0,0,0.1,1,0.9967765,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
15488-RAJ,Male,55,No,Rajasthan,0,10,,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,42.4,146.4,0.0,0,0.0,146.4,Stayed,Others,Others,4,13.30909090909091,0.28765264586160105,0.0,0,0,0,0.4,1,0.98408914,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year)"
61609-JHA,Male,51,No,Jharkhand,4,36,Deal 5,No,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,42.6,72.4,0.0,0,0.0,72.4,Churned,Competitor,Competitor offered more data,5,1.956756756756757,0.5803814713896458,0.0,0,0,0,0.5,1,0.9984816,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
87778-UTT,Female,35,Yes,Uttar Pradesh,8,24,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.85,4740.0,0.0,0,635.4,5375.4,Churned,Competitor,Competitor offered more data,7,215.016,0.018757904917788854,0.0,0,0,1,0.7,1,0.6538065,High,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
92524-AND,Male,65,No,Andhra Pradesh,13,22,Deal 5,No,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.45,93.7,0.0,0,0.0,93.7,Churned,Competitor,Competitor had better devices,2,4.073913043478261,0.3848996832101373,0.0,0,0,0,0.2,1,0.9973482,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
47504-HAR,Male,27,No,Haryana,14,33,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.8,3046.05,0.0,0,136.92,3182.97,Churned,Other,Moved,8,93.61676470588235,0.03291488299198799,0.0,0,0,0,0.8,1,0.8619546,Critical,Will Churn,"Month-to-Month Contract, High Monthly Charge"
65450-KAR,Male,51,No,Karnataka,3,28,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.55,20.55,0.0,0,15.91,36.46,Churned,Attitude,Attitude of service provider,1,1.257241379310345,0.5485851575013347,0.0,0,0,0,0.1,1,0.9987363,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
33023-GUJ,Female,25,Yes,Gujarat,13,17,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.45,1117.55,0.0,0,258.44,1375.99,Stayed,Others,Others,3,76.44388888888889,0.05551964792772642,0.0,0,0,0,0.3,1,0.66037107,High,Will Churn,"Month-to-Month Contract, No Premium Support"
28221-WES,Female,82,Yes,West Bengal,7,36,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.3,80.3,0.0,0,17.51,97.81,Churned,Competitor,Competitor had better devices,4,2.6435135135135135,0.8126707823094828,0.0,0,0,0,0.4,1,0.9971521,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
95169-GUJ,Female,43,No,Gujarat,1,13,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,69.4,69.4,0.0,10,33.46,112.86,Churned,Competitor,Competitor had better devices,1,8.061428571428571,0.6095204637273846,0.0,0,1,0,0.1,1,0.9990681,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
21292-HAR,Male,34,No,Haryana,9,28,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,552.95,0.0,0,132.93,685.88,Churned,Competitor,Competitor offered more data,3,23.65103448275862,0.10933496389471231,0.0,0,0,0,0.3,1,0.76517296,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
78978-UTT,Male,54,No,Uttar Pradesh,0,13,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.3,19.3,0.0,0,16.36,35.66,Joined,Others,Others,1,2.5471428571428567,0.5264593562465903,0.0,0,0,0,0.1,1,0.9974567,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
81324-PUN,Female,49,No,Punjab,4,3,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.15,2555.9,0.0,0,280.2,2836.1,Churned,Attitude,Attitude of support person,4,709.025,0.030013041486024464,0.0,0,0,0,0.4,1,0.83185774,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), High Monthly Charge"
41515-TEL,Male,40,No,Telangana,9,16,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.6,1020.2,0.0,0,423.28,1443.48,Stayed,Others,Others,5,84.91058823529411,0.06272153300841825,0.0,0,0,0,0.5,1,0.5732031,High,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
58080-BIH,Female,49,No,Bihar,9,24,,Yes,No,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,62.3,2354.8,0.0,0,1755.98,4110.78,Churned,Dissatisfaction,Poor expertise of phone support,6,164.4312,0.015151588849597985,0.0,0,0,0,0.6,1,0.6804737,High,Will Churn,General Risk
81164-JAM,Male,82,Yes,Jammu & Kashmir,4,17,,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.8,24.8,0.0,0,0.0,24.8,Churned,Competitor,Competitor made better offer,1,1.3777777777777778,0.9612403100775194,0.0,0,0,0,0.1,1,0.99840075,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
49082-UTT,Male,31,Yes,Uttar Pradesh,10,22,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,293.65,0.0,0,98.28,391.93,Churned,Attitude,Attitude of service provider,7,17.040434782608695,0.25118977935001147,0.0,0,0,0,0.7,1,0.9915776,Critical,Will Churn,"Month-to-Month Contract, High Monthly Charge"
41399-GUJ,Female,36,No,Gujarat,6,2,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.75,889.9,0.0,30,90.63,1010.53,Churned,Competitor,Competitor offered more data,5,336.8433333333333,0.09366998507211848,0.0,0,1,0,0.5,1,0.97291374,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
85927-AND,Female,19,No,Andhra Pradesh,14,3,,Yes,Yes,No,,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.5,740.3,35.05,0,1165.23,1870.48,Churned,Price,Long distance charges,2,467.62,0.013091243294077414,0.04728180223930932,1,0,0,0.2,1,0.82525724,Critical,Will Churn,"Short Tenure (<6 months), Low Service Adoption, No Premium Support"
78220-TAM,Female,21,Yes,Tamil Nadu,14,10,,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,89.85,244.45,0.0,0,75.3,319.75,Joined,Others,Others,6,29.068181818181817,0.28012470771628994,0.0,0,0,0,0.6,1,0.9830594,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), High Monthly Charge"
87023-WES,Female,62,No,West Bengal,15,29,Deal 2,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.2,3233.85,0.0,0,1794.4,5028.25,Churned,Price,Price too high,4,167.60833333333332,0.01574787493164985,0.0,0,0,1,0.4,1,0.8404352,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
25005-HAR,Female,20,Yes,Haryana,6,5,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,44.3,134.5,0.0,0,133.38,267.88,Churned,Price,Extra data charges,3,44.64666666666667,0.16475751264504612,0.0,0,0,0,0.3,1,0.9309507,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
16898-UTT,Male,63,Yes,Uttar Pradesh,6,2,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.35,1747.2,0.0,0,281.19,2028.39,Stayed,Others,Others,4,676.13,0.03959317824567973,0.0,0,0,0,0.4,1,0.8107795,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
35391-UTT,Male,23,No,Uttar Pradesh,15,5,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,70.7,553.4,0.0,0,335.44,888.84,Stayed,Others,Others,3,148.14000000000001,0.07945248584015104,0.0,0,0,0,0.3,1,0.534695,High,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
77268-UTT,Female,58,No,Uttar Pradesh,1,35,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.35,2119.5,0.0,0,190.26,2309.76,Churned,Other,Moved,6,64.16000000000001,0.04212899652062524,0.0,0,0,0,0.6,1,0.9587169,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
17197-WES,Male,38,No,West Bengal,13,5,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,90.55,2282.55,0.0,0,862.32,3144.87,Churned,Other,Don't know,5,524.145,0.02878377046731111,0.0,0,0,0,0.5,1,0.7810176,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
89655-JAM,Female,53,No,Jammu & Kashmir,13,6,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.6,19.6,0.0,0,14.17,33.77,Churned,Competitor,Competitor made better offer,1,4.824285714285715,0.5637043428242738,0.0,0,0,0,0.1,1,0.99727494,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), Low Service Adoption"
26873-TAM,Female,22,Yes,Tamil Nadu,12,3,,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,75.0,632.95,0.0,0,42.72,675.67,Churned,Dissatisfaction,Network reliability,4,168.9175,0.11083689242910134,0.0,0,0,0,0.4,1,0.8759662,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
92753-JHA,Female,67,No,Jharkhand,13,16,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.65,659.45,0.0,70,316.72,1046.17,Stayed,Others,Others,4,61.53941176470589,0.08179187715461674,0.0,0,1,0,0.4,1,0.5780073,High,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
63165-JAM,Female,70,Yes,Jammu & Kashmir,10,13,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.95,69.95,0.0,10,22.5,102.45,Churned,Competitor,Competitor made better offer,1,7.317857142857143,0.6761720637989367,0.0,0,1,0,0.1,1,0.99946624,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
85428-HAR,Female,62,Yes,Haryana,11,18,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.1,39.8,0.0,0,71.0,110.8,Joined,Others,Others,1,5.8315789473684205,0.17978533094812166,0.0,0,0,0,0.1,1,0.9300709,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
72344-HAR,Male,40,Yes,Haryana,10,14,Deal 4,No,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,50.75,712.75,0.0,10,0.0,722.75,Churned,Competitor,Competitor had better devices,4,48.18333333333333,0.07012089810017272,0.0,0,1,0,0.4,1,0.89515084,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
15340-TEL,Female,73,No,Telangana,12,9,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.2,1217.25,0.0,0,181.2,1398.45,Churned,Competitor,Competitor offered higher download speeds,4,139.845,0.057308228232519916,0.0,0,0,0,0.4,1,0.96624404,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
37816-JAM,Female,73,No,Jammu & Kashmir,2,3,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,2293.6,0.0,0,716.91,3010.51,Churned,Competitor,Competitor made better offer,5,752.6275,0.03146262174125272,0.0,0,0,0,0.5,1,0.98824954,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
28325-KER,Female,51,Yes,Kerala,11,26,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.45,4138.05,30.46,140,1455.3,5702.89,Churned,Dissatisfaction,Network reliability,7,211.21814814814817,0.017435469477847573,0.007359176622654957,1,1,1,0.7,1,0.8726282,Critical,Will Churn,"Month-to-Month Contract, High Monthly Charge, Has Refunds"
96496-UTT,Female,73,Yes,Uttar Pradesh,0,5,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.3,1147.45,0.0,0,119.85,1267.3,Churned,Competitor,Competitor offered more data,3,211.21666666666667,0.059370811322242374,0.0,0,0,0,0.3,1,0.93532234,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
25554-PUN,Male,44,No,Punjab,1,36,Deal 2,No,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,42.35,1716.45,0.0,0,0.0,1716.45,Churned,Attitude,Attitude of support person,4,46.39054054054054,0.02465865090686774,0.0,0,0,0,0.4,1,0.7022278,Critical,Will Churn,No Premium Support
52641-JHA,Female,44,Yes,Jharkhand,7,29,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,71.1,71.1,0.0,0,37.51,108.61,Joined,Others,Others,2,3.6203333333333334,0.6486634431165039,0.0,0,0,0,0.2,1,0.99946326,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
39047-KAR,Female,20,No,Karnataka,9,8,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35,71.35,0.0,0,35.28,106.63,Churned,Attitude,Attitude of support person,3,11.847777777777777,0.6629192604292483,0.0,0,0,0,0.3,1,0.99953365,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
68556-MAH,Male,68,No,Maharashtra,4,23,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.2,20.2,0.0,0,13.08,33.28,Joined,Others,Others,1,1.3866666666666667,0.5892648774795799,0.0,0,0,0,0.1,1,0.99834824,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
92887-CHH,Female,69,Yes,Chhattisgarh,1,11,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.55,70.55,0.0,0,18.2,88.75,Churned,Attitude,Attitude of service provider,2,7.395833333333333,0.7860724233983286,0.0,0,0,0,0.2,1,0.9991166,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), Low Service Adoption"
27634-JAM,Female,59,No,Jammu & Kashmir,6,20,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.65,79.65,0.0,0,22.48,102.13,Churned,Competitor,Competitor made better offer,3,4.863333333333333,0.7723261902453216,0.0,0,0,0,0.3,1,0.99877316,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
52456-JAM,Female,77,Yes,Jammu & Kashmir,1,23,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,762.5,0.0,0,116.19,878.69,Churned,Competitor,Competitor made better offer,4,36.61208333333334,0.09599972717661903,0.0,0,0,0,0.4,1,0.9900566,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
72507-UTT,Female,71,No,Uttar Pradesh,0,12,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0.0,0,7.23,76.88,Churned,Other,Don't know,2,5.913846153846153,0.8943246019517207,0.0,0,0,0,0.2,1,0.99917275,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
93960-MAD,Male,72,Yes,Madhya Pradesh,1,17,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.25,2287.25,0.0,0,841.59,3128.84,Churned,Competitor,Competitor had better devices,5,173.82444444444445,0.027237814073562863,0.0,0,0,0,0.5,1,0.9738887,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
14871-KER,Male,30,No,Kerala,6,34,,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.25,1483.25,0.0,140,327.04,1950.29,Churned,Competitor,Competitor offered higher download speeds,5,55.72257142857143,0.048301380112643434,0.0,0,1,0,0.5,1,0.5118119,High,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
61025-MAH,Female,45,No,Maharashtra,4,16,Deal 5,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.85,49.85,0.0,0,42.55,92.4,Joined,Others,Others,3,5.435294117647059,0.5337259100642399,0.0,0,0,0,0.3,1,0.998538,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
41652-JAM,Female,43,No,Jammu & Kashmir,13,28,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.75,799.65,0.0,0,56.3,855.95,Churned,Other,Don't know,3,29.51551724137931,0.08722795962424879,0.0,0,0,0,0.3,1,0.8814783,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
64852-HAR,Female,47,No,Haryana,5,22,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.3,20.3,0.0,0,26.37,46.67,Churned,Price,Long distance charges,1,2.029130434782609,0.42584434654919234,0.0,0,0,0,0.1,1,0.99914765,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
51695-MAH,Male,68,Yes,Maharashtra,5,12,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.1,45.1,0.0,0,15.28,60.38,Churned,Attitude,Attitude of support person,2,4.644615384615385,0.7347670250896057,0.0,0,0,0,0.2,1,0.99888486,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
72185-JAM,Male,56,No,Jammu & Kashmir,13,36,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,265.35,0.0,0,191.28,456.63,Churned,Attitude,Attitude of support person,3,12.341351351351351,0.16246749557502785,0.0,0,0,0,0.3,1,0.9109888,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
71651-PUN,Female,19,No,Punjab,13,10,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,113.95,6891.4,0.0,0,2646.16,9537.56,Stayed,Others,Others,10,867.050909090909,0.011946247651637145,0.0,0,0,1,1.0,1,0.5460401,High,Will Churn,"Low Tenure (<1 year), High Monthly Charge"
52380-JAM,Male,56,Yes,Jammu & Kashmir,8,23,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.2,181.1,0.0,10,52.94,244.04,Churned,Competitor,Competitor made better offer,3,10.168333333333333,0.3272935031015345,0.0,0,1,0,0.3,1,0.99951637,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
41646-HAR,Female,39,No,Haryana,0,4,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.05,811.65,0.0,0,139.77,951.42,Stayed,Others,Others,6,190.284,0.09874845131349615,0.0,0,0,0,0.6,1,0.6494416,High,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
